tree build time (micros),ds type,ds query type,ds query begin,ds query end,ds query time (micros),dataset id,begin,end,bins,API Fetch Time(micros),Post Processing Time(micros),query
653534,SGT,ds_attribute,744579877,10,32,8b3289c9-a740-4091-a56d-e4d55af526b5,744579877,744579878,10,1974,5,attribute
653534,SGT,ds_attribute,1167372652,8,40,8b3289c9-a740-4091-a56d-e4d55af526b5,1167372652,1167372653,8,1946,5,attribute
653534,SGT,ds_attribute,764035828,9,32,8b3289c9-a740-4091-a56d-e4d55af526b5,764035828,764035829,9,2258,8,attribute
653534,SGT,ds_attribute,858322358,8,22,8b3289c9-a740-4091-a56d-e4d55af526b5,858322358,858322359,8,1955,4,attribute
653534,SGT,ds_attribute,1250434595,10,29,8b3289c9-a740-4091-a56d-e4d55af526b5,1250434595,1250434596,10,1921,7,attribute
653534,SGT,ds_attribute,1311795670,10,49,8b3289c9-a740-4091-a56d-e4d55af526b5,1311795670,1311795671,10,4010,8,attribute
653534,SGT,ds_attribute,1146420089,8,67,8b3289c9-a740-4091-a56d-e4d55af526b5,1146420089,1146420090,8,98077,1126,attribute
0,SGT,ds_neighbor,7479,0,94604,8b3289c9-a740-4091-a56d-e4d55af526b5,1146420089,1146420090,7479,0,393,neighbor
653534,SGT,ds_window,-1305029698,2753780939,162008,8b3289c9-a740-4091-a56d-e4d55af526b5,-1305029698,2753780939,5424,11,336898,window
653534,SGT,ds_attribute,1310299059,9,44,8b3289c9-a740-4091-a56d-e4d55af526b5,1310299059,1310299060,9,2571,9,attribute
653534,SGT,ds_window,-1305029698,2753780939,181990,8b3289c9-a740-4091-a56d-e4d55af526b5,-1305029698,2753780939,5424,8,373419,window
653534,SGT,ds_attribute,969819922,7,22,8b3289c9-a740-4091-a56d-e4d55af526b5,969819922,969819923,7,1988,5,attribute
653534,SGT,ds_attribute,955602111,8,25,8b3289c9-a740-4091-a56d-e4d55af526b5,955602111,955602112,8,1896,4,attribute
653534,SGT,ds_attribute,942132607,9,30,8b3289c9-a740-4091-a56d-e4d55af526b5,942132607,942132608,9,2095,7,attribute
653534,SGT,ds_attribute,1224992198,8,31,8b3289c9-a740-4091-a56d-e4d55af526b5,1224992198,1224992199,8,2005,4,attribute
653534,SGT,ds_attribute,1059616617,10,40,8b3289c9-a740-4091-a56d-e4d55af526b5,1059616617,1059616618,10,2020,5,attribute
653534,SGT,ds_attribute,1270638852,11,38,8b3289c9-a740-4091-a56d-e4d55af526b5,1270638852,1270638853,11,2328,5,attribute
653534,SGT,ds_attribute,895737648,7,26,8b3289c9-a740-4091-a56d-e4d55af526b5,895737648,895737649,7,1910,5,attribute
653534,SGT,ds_attribute,776757026,11,34,8b3289c9-a740-4091-a56d-e4d55af526b5,776757026,776757027,11,1760,4,attribute
653534,SGT,ds_attribute,1136692114,9,27,8b3289c9-a740-4091-a56d-e4d55af526b5,1136692114,1136692115,9,1779,4,attribute
