tree build time (micros),ds type,ds query type,ds query begin,ds query end,ds query time (micros),dataset id,begin,end,bins,API Fetch Time(micros),Post Processing Time(micros),query
0,KDT,ds_neighbor,12774,0,8840,8b3289c9-a740-4091-a56d-e4d55af526b5,1324516869,1324516870,12774,0,284,neighbor
578548,KDT,ds_window,-1305029698,2753780939,9230,8b3289c9-a740-4091-a56d-e4d55af526b5,-1305029698,2753780939,5424,8,146223,window
578548,KDT,ds_attribute,868798639,8,1599,8b3289c9-a740-4091-a56d-e4d55af526b5,868798639,868798640,8,3789,12,attribute
578548,KDT,ds_window,-1305029698,2753780939,9698,8b3289c9-a740-4091-a56d-e4d55af526b5,-1305029698,2753780939,5424,14,156383,window
578548,KDT,ds_attribute,905465623,7,2109,8b3289c9-a740-4091-a56d-e4d55af526b5,905465623,905465624,7,4381,10,attribute
578548,KDT,ds_attribute,887506284,8,2495,8b3289c9-a740-4091-a56d-e4d55af526b5,887506284,887506285,8,4269,7,attribute
578548,KDT,ds_attribute,1200298107,10,216,8b3289c9-a740-4091-a56d-e4d55af526b5,1200298107,1200298108,10,2173,6,attribute
578548,KDT,ds_attribute,1168120957,9,381,8b3289c9-a740-4091-a56d-e4d55af526b5,1168120957,1168120958,9,2520,8,attribute
578548,KDT,ds_attribute,875533391,8,1535,8b3289c9-a740-4091-a56d-e4d55af526b5,875533391,875533392,8,3403,8,attribute
578548,KDT,ds_attribute,1098528518,9,386,8b3289c9-a740-4091-a56d-e4d55af526b5,1098528518,1098528519,9,2741,5,attribute
578548,KDT,ds_attribute,1169617569,6,348,8b3289c9-a740-4091-a56d-e4d55af526b5,1169617569,1169617570,6,1840,5,attribute
578548,KDT,ds_attribute,966078393,11,3462,8b3289c9-a740-4091-a56d-e4d55af526b5,966078393,966078394,11,5223,7,attribute
578548,KDT,ds_attribute,1316285505,9,373,8b3289c9-a740-4091-a56d-e4d55af526b5,1316285505,1316285506,9,2136,5,attribute
578548,KDT,ds_attribute,1074582733,7,7487,8b3289c9-a740-4091-a56d-e4d55af526b5,1074582733,1074582734,7,9089,7,attribute
578548,KDT,ds_attribute,1335741456,9,262,8b3289c9-a740-4091-a56d-e4d55af526b5,1335741456,1335741457,9,2399,10,attribute
578548,KDT,ds_attribute,1058120005,8,310,8b3289c9-a740-4091-a56d-e4d55af526b5,1058120005,1058120006,8,1960,5,attribute
578548,KDT,ds_attribute,1268393934,7,178,8b3289c9-a740-4091-a56d-e4d55af526b5,1268393934,1268393935,7,1888,6,attribute
578548,KDT,ds_attribute,1013221658,9,6611,8b3289c9-a740-4091-a56d-e4d55af526b5,1013221658,1013221659,9,8664,6,attribute
578548,KDT,ds_attribute,764035828,7,4436,8b3289c9-a740-4091-a56d-e4d55af526b5,764035828,764035829,7,6407,11,attribute
578548,KDT,ds_attribute,1337238067,10,193,8b3289c9-a740-4091-a56d-e4d55af526b5,1337238067,1337238068,10,1785,5,attribute
578548,KDT,ds_attribute,772267191,6,4767,8b3289c9-a740-4091-a56d-e4d55af526b5,772267191,772267192,6,6993,8,attribute
578548,KDT,ds_attribute,1383633027,8,538,8b3289c9-a740-4091-a56d-e4d55af526b5,1383633027,1383633028,8,2339,7,attribute
578548,KDT,ds_attribute,996758930,10,6374,8b3289c9-a740-4091-a56d-e4d55af526b5,996758930,996758931,10,8307,6,attribute
578548,KDT,ds_attribute,796961283,8,324,8b3289c9-a740-4091-a56d-e4d55af526b5,796961283,796961284,8,2244,7,attribute
578548,KDT,ds_attribute,1221250669,9,214,8b3289c9-a740-4091-a56d-e4d55af526b5,1221250669,1221250670,9,2166,6,attribute
578548,KDT,ds_attribute,986282649,6,6466,8b3289c9-a740-4091-a56d-e4d55af526b5,986282649,986282650,6,8359,7,attribute
578548,KDT,ds_attribute,1039412361,7,6515,8b3289c9-a740-4091-a56d-e4d55af526b5,1039412361,1039412362,7,8281,6,attribute
578548,KDT,ds_attribute,1167372652,11,266,8b3289c9-a740-4091-a56d-e4d55af526b5,1167372652,1167372653,11,2181,6,attribute
578548,KDT,ds_attribute,1032677608,7,7912,8b3289c9-a740-4091-a56d-e4d55af526b5,1032677608,1032677609,7,9962,4,attribute
578548,KDT,ds_attribute,1101521742,8,244,8b3289c9-a740-4091-a56d-e4d55af526b5,1101521742,1101521743,8,2413,7,attribute
578548,KDT,ds_attribute,1365673688,10,262,8b3289c9-a740-4091-a56d-e4d55af526b5,1365673688,1365673689,10,1862,5,attribute
578548,KDT,ds_attribute,771518886,7,4733,8b3289c9-a740-4091-a56d-e4d55af526b5,771518886,771518887,7,6953,9,attribute
578548,KDT,ds_attribute,732606984,7,3795,8b3289c9-a740-4091-a56d-e4d55af526b5,732606984,732606985,7,5455,7,attribute
578548,KDT,ds_attribute,766280745,10,4507,8b3289c9-a740-4091-a56d-e4d55af526b5,766280745,766280746,10,6245,9,attribute
578548,KDT,ds_attribute,808185870,9,6512,8b3289c9-a740-4091-a56d-e4d55af526b5,808185870,808185871,9,8433,7,attribute
578548,KDT,ds_attribute,996758930,7,6615,8b3289c9-a740-4091-a56d-e4d55af526b5,996758930,996758931,7,8218,7,attribute
578548,KDT,ds_attribute,1314788893,7,417,8b3289c9-a740-4091-a56d-e4d55af526b5,1314788893,1314788894,7,1990,6,attribute
578548,KDT,ds_attribute,746076489,9,6654,8b3289c9-a740-4091-a56d-e4d55af526b5,746076489,746076490,9,8728,6,attribute
578548,KDT,ds_attribute,1388871167,10,351,8b3289c9-a740-4091-a56d-e4d55af526b5,1388871167,1388871168,10,2085,7,attribute
578548,KDT,ds_attribute,1004241988,9,6838,8b3289c9-a740-4091-a56d-e4d55af526b5,1004241988,1004241989,9,8788,7,attribute
578548,KDT,ds_attribute,1370163522,10,313,8b3289c9-a740-4091-a56d-e4d55af526b5,1370163522,1370163523,10,2749,8,attribute
578548,KDT,ds_attribute,796961283,9,6352,8b3289c9-a740-4091-a56d-e4d55af526b5,796961283,796961284,9,8177,11,attribute
578548,KDT,ds_attribute,984037732,6,7820,8b3289c9-a740-4091-a56d-e4d55af526b5,984037732,984037733,6,9533,7,attribute
578548,KDT,ds_attribute,1300571083,9,524,8b3289c9-a740-4091-a56d-e4d55af526b5,1300571083,1300571084,9,2272,5,attribute
578548,KDT,ds_attribute,1238461702,7,385,8b3289c9-a740-4091-a56d-e4d55af526b5,1238461702,1238461703,7,1992,5,attribute
578548,KDT,ds_attribute,776757026,8,113,8b3289c9-a740-4091-a56d-e4d55af526b5,776757026,776757027,8,2230,8,attribute
578548,KDT,ds_attribute,1282611744,9,387,8b3289c9-a740-4091-a56d-e4d55af526b5,1282611744,1282611745,9,2240,7,attribute
578548,KDT,ds_attribute,832131655,7,1019,8b3289c9-a740-4091-a56d-e4d55af526b5,832131655,832131656,7,3378,9,attribute
578548,KDT,ds_attribute,1130705668,7,262,8b3289c9-a740-4091-a56d-e4d55af526b5,1130705668,1130705669,7,1897,5,attribute
578548,KDT,ds_attribute,993765707,7,6556,8b3289c9-a740-4091-a56d-e4d55af526b5,993765707,993765708,7,8584,8,attribute
578548,KDT,ds_attribute,959343640,8,6630,8b3289c9-a740-4091-a56d-e4d55af526b5,959343640,959343641,8,8562,8,attribute
578548,KDT,ds_attribute,844104548,10,1009,8b3289c9-a740-4091-a56d-e4d55af526b5,844104548,844104549,10,3085,8,attribute
578548,KDT,ds_attribute,1196556578,7,158,8b3289c9-a740-4091-a56d-e4d55af526b5,1196556578,1196556579,7,1785,4,attribute
578548,KDT,ds_attribute,884513061,9,7958,8b3289c9-a740-4091-a56d-e4d55af526b5,884513061,884513062,9,9932,8,attribute
578548,KDT,ds_attribute,908458846,8,2128,8b3289c9-a740-4091-a56d-e4d55af526b5,908458846,908458847,8,3765,5,attribute
578548,KDT,ds_attribute,1236965091,10,209,8b3289c9-a740-4091-a56d-e4d55af526b5,1236965091,1236965092,10,1764,4,attribute
578548,KDT,ds_attribute,729613761,9,6399,8b3289c9-a740-4091-a56d-e4d55af526b5,729613761,729613762,9,8436,7,attribute
578548,KDT,ds_attribute,1121725998,9,423,8b3289c9-a740-4091-a56d-e4d55af526b5,1121725998,1121725999,9,2068,7,attribute
578548,KDT,ds_attribute,1379143192,10,238,8b3289c9-a740-4091-a56d-e4d55af526b5,1379143192,1379143193,10,1923,5,attribute
578548,KDT,ds_attribute,947370748,10,6586,8b3289c9-a740-4091-a56d-e4d55af526b5,947370748,947370749,10,8728,11,attribute
578548,KDT,ds_attribute,814920622,9,7062,8b3289c9-a740-4091-a56d-e4d55af526b5,814920622,814920623,9,9141,7,attribute
578548,KDT,ds_attribute,810430787,9,6590,8b3289c9-a740-4091-a56d-e4d55af526b5,810430787,810430788,9,8545,5,attribute
578548,KDT,ds_attribute,816417233,9,6501,8b3289c9-a740-4091-a56d-e4d55af526b5,816417233,816417234,9,8393,6,attribute
578548,KDT,ds_attribute,1047643724,9,6820,8b3289c9-a740-4091-a56d-e4d55af526b5,1047643724,1047643725,9,8529,7,attribute
578548,KDT,ds_attribute,746076489,7,4328,8b3289c9-a740-4091-a56d-e4d55af526b5,746076489,746076490,7,6256,8,attribute
578548,KDT,ds_attribute,948867359,8,6697,8b3289c9-a740-4091-a56d-e4d55af526b5,948867359,948867360,8,8758,12,attribute
578548,KDT,ds_attribute,1365673688,7,363,8b3289c9-a740-4091-a56d-e4d55af526b5,1365673688,1365673689,7,2052,6,attribute
578548,KDT,ds_attribute,765532439,8,97,8b3289c9-a740-4091-a56d-e4d55af526b5,765532439,765532440,8,1708,4,attribute
578548,KDT,ds_attribute,900975788,8,2039,8b3289c9-a740-4091-a56d-e4d55af526b5,900975788,900975789,8,3994,8,attribute
578548,KDT,ds_attribute,1183087073,8,305,8b3289c9-a740-4091-a56d-e4d55af526b5,1183087073,1183087074,8,1982,6,attribute
578548,KDT,ds_attribute,939887690,6,2857,8b3289c9-a740-4091-a56d-e4d55af526b5,939887690,939887691,6,5241,7,attribute
578548,KDT,ds_attribute,1340979596,9,380,8b3289c9-a740-4091-a56d-e4d55af526b5,1340979596,1340979597,9,2497,7,attribute
578548,KDT,ds_attribute,960091946,8,6555,8b3289c9-a740-4091-a56d-e4d55af526b5,960091946,960091947,8,8208,7,attribute
578548,KDT,ds_attribute,998255542,8,6570,8b3289c9-a740-4091-a56d-e4d55af526b5,998255542,998255543,8,8659,3,attribute
578548,KDT,ds_attribute,790226531,9,6666,8b3289c9-a740-4091-a56d-e4d55af526b5,790226531,790226532,9,8479,6,attribute
578548,KDT,ds_attribute,1320775340,7,287,8b3289c9-a740-4091-a56d-e4d55af526b5,1320775340,1320775341,7,2704,8,attribute
578548,KDT,ds_attribute,1144175172,7,344,8b3289c9-a740-4091-a56d-e4d55af526b5,1144175172,1144175173,7,2628,8,attribute
578548,KDT,ds_attribute,1265400711,9,287,8b3289c9-a740-4091-a56d-e4d55af526b5,1265400711,1265400712,9,2277,6,attribute
578548,KDT,ds_attribute,1305809224,7,395,8b3289c9-a740-4091-a56d-e4d55af526b5,1305809224,1305809225,7,2836,9,attribute
578548,KDT,ds_attribute,1209277776,10,586,8b3289c9-a740-4091-a56d-e4d55af526b5,1209277776,1209277777,10,2545,7,attribute
578548,KDT,ds_attribute,1210026082,7,216,8b3289c9-a740-4091-a56d-e4d55af526b5,1210026082,1210026083,7,2408,6,attribute
578548,KDT,ds_attribute,808934175,8,622,8b3289c9-a740-4091-a56d-e4d55af526b5,808934175,808934176,8,3227,10,attribute
578548,KDT,ds_attribute,805940952,9,6566,8b3289c9-a740-4091-a56d-e4d55af526b5,805940952,805940953,9,8447,8,attribute
578548,KDT,ds_attribute,1236965091,11,120,8b3289c9-a740-4091-a56d-e4d55af526b5,1236965091,1236965092,11,1633,4,attribute
578548,KDT,ds_attribute,798457894,8,275,8b3289c9-a740-4091-a56d-e4d55af526b5,798457894,798457895,8,2222,7,attribute
578548,KDT,ds_attribute,848594383,11,1029,8b3289c9-a740-4091-a56d-e4d55af526b5,848594383,848594384,11,3053,8,attribute
578548,KDT,ds_attribute,779001944,7,4779,8b3289c9-a740-4091-a56d-e4d55af526b5,779001944,779001945,7,7190,7,attribute
578548,KDT,ds_attribute,775260415,6,4727,8b3289c9-a740-4091-a56d-e4d55af526b5,775260415,775260416,6,6732,10,attribute
578548,KDT,ds_attribute,1284856662,8,728,8b3289c9-a740-4091-a56d-e4d55af526b5,1284856662,1284856663,8,2266,6,attribute
578548,KDT,ds_attribute,1063358146,9,7782,8b3289c9-a740-4091-a56d-e4d55af526b5,1063358146,1063358147,9,9529,8,attribute
578548,KDT,ds_attribute,862812193,7,1225,8b3289c9-a740-4091-a56d-e4d55af526b5,862812193,862812194,7,3158,7,attribute
578548,KDT,ds_attribute,827641820,11,774,8b3289c9-a740-4091-a56d-e4d55af526b5,827641820,827641821,11,2778,16,attribute
578548,KDT,ds_attribute,1285604967,10,298,8b3289c9-a740-4091-a56d-e4d55af526b5,1285604967,1285604968,10,2437,5,attribute
578548,KDT,ds_attribute,1201046412,7,440,8b3289c9-a740-4091-a56d-e4d55af526b5,1201046412,1201046413,7,2921,12,attribute
578548,KDT,ds_attribute,918186822,10,4081,8b3289c9-a740-4091-a56d-e4d55af526b5,918186822,918186823,10,6063,6,attribute
578548,KDT,ds_attribute,1336489762,9,344,8b3289c9-a740-4091-a56d-e4d55af526b5,1336489762,1336489763,9,1900,6,attribute
578548,KDT,ds_attribute,1019208104,9,7956,8b3289c9-a740-4091-a56d-e4d55af526b5,1019208104,1019208105,9,10418,8,attribute
578548,KDT,ds_attribute,1094038684,10,293,8b3289c9-a740-4091-a56d-e4d55af526b5,1094038684,1094038685,10,2063,5,attribute
578548,KDT,ds_attribute,963085169,10,6459,8b3289c9-a740-4091-a56d-e4d55af526b5,963085169,963085170,10,8156,9,attribute
578548,KDT,ds_attribute,1309550753,7,193,8b3289c9-a740-4091-a56d-e4d55af526b5,1309550753,1309550754,7,2097,5,attribute
578548,KDT,ds_attribute,1315537199,10,309,8b3289c9-a740-4091-a56d-e4d55af526b5,1315537199,1315537200,10,2518,8,attribute
578548,KDT,ds_attribute,1016214881,7,6447,8b3289c9-a740-4091-a56d-e4d55af526b5,1016214881,1016214882,7,8441,9,attribute
578548,KDT,ds_attribute,961588558,10,6330,8b3289c9-a740-4091-a56d-e4d55af526b5,961588558,961588559,10,8111,8,attribute
578548,KDT,ds_attribute,923424962,7,2327,8b3289c9-a740-4091-a56d-e4d55af526b5,923424962,923424963,7,3961,6,attribute
578548,KDT,ds_attribute,1331251621,8,302,8b3289c9-a740-4091-a56d-e4d55af526b5,1331251621,1331251622,8,2271,5,attribute
578548,KDT,ds_attribute,859818970,10,1291,8b3289c9-a740-4091-a56d-e4d55af526b5,859818970,859818971,10,2916,4,attribute
578548,KDT,ds_attribute,1044650501,11,4876,8b3289c9-a740-4091-a56d-e4d55af526b5,1044650501,1044650502,11,6559,5,attribute
578548,KDT,ds_attribute,742334960,8,3957,8b3289c9-a740-4091-a56d-e4d55af526b5,742334960,742334961,8,5839,5,attribute
578548,KDT,ds_attribute,998255542,9,6591,8b3289c9-a740-4091-a56d-e4d55af526b5,998255542,998255543,9,8517,6,attribute
578548,KDT,ds_attribute,985534343,8,6845,8b3289c9-a740-4091-a56d-e4d55af526b5,985534343,985534344,8,8648,7,attribute
578548,KDT,ds_attribute,1313292282,9,235,8b3289c9-a740-4091-a56d-e4d55af526b5,1313292282,1313292283,9,2209,5,attribute
578548,KDT,ds_attribute,1042405584,7,6453,8b3289c9-a740-4091-a56d-e4d55af526b5,1042405584,1042405585,7,8228,6,attribute
578548,KDT,ds_attribute,1235468479,8,330,8b3289c9-a740-4091-a56d-e4d55af526b5,1235468479,1235468480,8,1962,6,attribute
578548,KDT,ds_attribute,1120977692,7,190,8b3289c9-a740-4091-a56d-e4d55af526b5,1120977692,1120977693,7,2110,5,attribute
578548,KDT,ds_attribute,814920622,9,6636,8b3289c9-a740-4091-a56d-e4d55af526b5,814920622,814920623,9,8454,6,attribute
578548,KDT,ds_attribute,1362680464,8,264,8b3289c9-a740-4091-a56d-e4d55af526b5,1362680464,1362680465,8,1744,5,attribute
578548,KDT,ds_attribute,1247441372,6,452,8b3289c9-a740-4091-a56d-e4d55af526b5,1247441372,1247441373,6,2627,6,attribute
578548,KDT,ds_attribute,1222747281,9,172,8b3289c9-a740-4091-a56d-e4d55af526b5,1222747281,1222747282,9,1880,6,attribute
578548,KDT,ds_attribute,1173359098,9,199,8b3289c9-a740-4091-a56d-e4d55af526b5,1173359098,1173359099,9,2013,6,attribute
578548,KDT,ds_attribute,797709588,8,254,8b3289c9-a740-4091-a56d-e4d55af526b5,797709588,797709589,8,1965,4,attribute
578548,KDT,ds_attribute,1159141288,8,334,8b3289c9-a740-4091-a56d-e4d55af526b5,1159141288,1159141289,8,2003,6,attribute
578548,KDT,ds_attribute,985534343,10,6367,8b3289c9-a740-4091-a56d-e4d55af526b5,985534343,985534344,10,8073,9,attribute
578548,KDT,ds_attribute,900975788,10,1994,8b3289c9-a740-4091-a56d-e4d55af526b5,900975788,900975789,10,4127,8,attribute
578548,KDT,ds_attribute,1364925382,8,282,8b3289c9-a740-4091-a56d-e4d55af526b5,1364925382,1364925383,8,1865,77,attribute
578548,KDT,ds_attribute,865805416,7,1366,8b3289c9-a740-4091-a56d-e4d55af526b5,865805416,865805417,7,3147,6,attribute
578548,KDT,ds_attribute,836621490,10,875,8b3289c9-a740-4091-a56d-e4d55af526b5,836621490,836621491,10,2629,5,attribute
578548,KDT,ds_attribute,1304312612,9,659,8b3289c9-a740-4091-a56d-e4d55af526b5,1304312612,1304312613,9,2631,8,attribute
578548,KDT,ds_attribute,847097771,11,1106,8b3289c9-a740-4091-a56d-e4d55af526b5,847097771,847097772,11,3048,8,attribute
578548,KDT,ds_attribute,734851902,9,6479,8b3289c9-a740-4091-a56d-e4d55af526b5,734851902,734851903,9,8499,7,attribute
578548,KDT,ds_attribute,1122474304,9,363,8b3289c9-a740-4091-a56d-e4d55af526b5,1122474304,1122474305,9,2048,5,attribute
578548,KDT,ds_attribute,854580829,8,1634,8b3289c9-a740-4091-a56d-e4d55af526b5,854580829,854580830,8,4441,8,attribute
578548,KDT,ds_attribute,901724094,10,2035,8b3289c9-a740-4091-a56d-e4d55af526b5,901724094,901724095,10,3778,7,attribute
578548,KDT,ds_attribute,1347714348,10,352,8b3289c9-a740-4091-a56d-e4d55af526b5,1347714348,1347714349,10,2159,6,attribute
578548,KDT,ds_attribute,1062609840,8,155,8b3289c9-a740-4091-a56d-e4d55af526b5,1062609840,1062609841,8,2248,6,attribute
578548,KDT,ds_attribute,759545993,8,4418,8b3289c9-a740-4091-a56d-e4d55af526b5,759545993,759545994,8,6601,7,attribute
578548,KDT,ds_attribute,1367170299,8,195,8b3289c9-a740-4091-a56d-e4d55af526b5,1367170299,1367170300,8,2712,8,attribute
578548,KDT,ds_attribute,961588558,8,6994,8b3289c9-a740-4091-a56d-e4d55af526b5,961588558,961588559,8,9188,8,attribute
578548,KDT,ds_attribute,979547897,7,6390,8b3289c9-a740-4091-a56d-e4d55af526b5,979547897,979547898,7,8297,10,attribute
578548,KDT,ds_attribute,1186828602,10,209,8b3289c9-a740-4091-a56d-e4d55af526b5,1186828602,1186828603,10,2006,6,attribute
578548,KDT,ds_attribute,759545993,9,6386,8b3289c9-a740-4091-a56d-e4d55af526b5,759545993,759545994,9,8374,10,attribute
578548,KDT,ds_attribute,1287101579,9,449,8b3289c9-a740-4091-a56d-e4d55af526b5,1287101579,1287101580,9,2884,10,attribute
578548,KDT,ds_attribute,1005738600,7,6391,8b3289c9-a740-4091-a56d-e4d55af526b5,1005738600,1005738601,7,8037,8,attribute
578548,KDT,ds_attribute,1065603063,8,285,8b3289c9-a740-4091-a56d-e4d55af526b5,1065603063,1065603064,8,2437,7,attribute
578548,KDT,ds_attribute,969819922,9,6954,8b3289c9-a740-4091-a56d-e4d55af526b5,969819922,969819923,9,8986,7,attribute
578548,KDT,ds_attribute,765532439,9,6467,8b3289c9-a740-4091-a56d-e4d55af526b5,765532439,765532440,9,8417,9,attribute
578548,KDT,ds_attribute,773763803,6,4626,8b3289c9-a740-4091-a56d-e4d55af526b5,773763803,773763804,6,6552,8,attribute
578548,KDT,ds_attribute,975806368,8,6407,8b3289c9-a740-4091-a56d-e4d55af526b5,975806368,975806369,8,8171,8,attribute
578548,KDT,ds_attribute,1195059966,7,228,8b3289c9-a740-4091-a56d-e4d55af526b5,1195059966,1195059967,7,2392,8,attribute
578548,KDT,ds_attribute,1023697939,6,6792,8b3289c9-a740-4091-a56d-e4d55af526b5,1023697939,1023697940,6,8567,7,attribute
578548,KDT,ds_attribute,981792814,8,9109,8b3289c9-a740-4091-a56d-e4d55af526b5,981792814,981792815,8,10967,6,attribute
578548,KDT,ds_attribute,1205536247,6,405,8b3289c9-a740-4091-a56d-e4d55af526b5,1205536247,1205536248,6,2049,6,attribute
578548,KDT,ds_attribute,1100025130,6,232,8b3289c9-a740-4091-a56d-e4d55af526b5,1100025130,1100025131,6,1999,5,attribute
578548,KDT,ds_attribute,750566323,7,6362,8b3289c9-a740-4091-a56d-e4d55af526b5,750566323,750566324,7,8360,13,attribute
578548,KDT,ds_attribute,1263155794,6,654,8b3289c9-a740-4091-a56d-e4d55af526b5,1263155794,1263155795,6,2968,10,attribute
578548,KDT,ds_attribute,1368666911,9,179,8b3289c9-a740-4091-a56d-e4d55af526b5,1368666911,1368666912,9,1770,5,attribute
578548,KDT,ds_attribute,1269890546,7,232,8b3289c9-a740-4091-a56d-e4d55af526b5,1269890546,1269890547,7,2063,6,attribute
578548,KDT,ds_attribute,750566323,7,4127,8b3289c9-a740-4091-a56d-e4d55af526b5,750566323,750566324,7,6026,7,attribute
578548,KDT,ds_attribute,1115739552,6,277,8b3289c9-a740-4091-a56d-e4d55af526b5,1115739552,1115739553,6,1911,5,attribute
578548,KDT,ds_attribute,939887690,9,8281,8b3289c9-a740-4091-a56d-e4d55af526b5,939887690,939887691,9,10357,8,attribute
578548,KDT,ds_attribute,1090297155,7,9317,8b3289c9-a740-4091-a56d-e4d55af526b5,1090297155,1090297156,7,11446,7,attribute
578548,KDT,ds_attribute,1178597239,8,368,8b3289c9-a740-4091-a56d-e4d55af526b5,1178597239,1178597240,8,1957,5,attribute
578548,KDT,ds_attribute,1214515917,9,330,8b3289c9-a740-4091-a56d-e4d55af526b5,1214515917,1214515918,9,2333,6,attribute
578548,KDT,ds_attribute,1377646580,10,630,8b3289c9-a740-4091-a56d-e4d55af526b5,1377646580,1377646581,10,2349,5,attribute
578548,KDT,ds_attribute,1227985421,9,487,8b3289c9-a740-4091-a56d-e4d55af526b5,1227985421,1227985422,9,2325,6,attribute
578548,KDT,ds_attribute,1175604015,8,517,8b3289c9-a740-4091-a56d-e4d55af526b5,1175604015,1175604016,8,2604,6,attribute
578548,KDT,ds_attribute,810430787,7,5655,8b3289c9-a740-4091-a56d-e4d55af526b5,810430787,810430788,7,7516,8,attribute
578548,KDT,ds_attribute,1275128686,9,652,8b3289c9-a740-4091-a56d-e4d55af526b5,1275128686,1275128687,9,3162,11,attribute
578548,KDT,ds_attribute,1394109308,8,242,8b3289c9-a740-4091-a56d-e4d55af526b5,1394109308,1394109309,8,1729,5,attribute
578548,KDT,ds_attribute,1271387157,7,367,8b3289c9-a740-4091-a56d-e4d55af526b5,1271387157,1271387158,7,2233,10,attribute
578548,KDT,ds_attribute,966078393,9,6672,8b3289c9-a740-4091-a56d-e4d55af526b5,966078393,966078394,9,8685,7,attribute
578548,KDT,ds_attribute,1016963187,9,6675,8b3289c9-a740-4091-a56d-e4d55af526b5,1016963187,1016963188,9,8432,6,attribute
578548,KDT,ds_attribute,1216760834,8,345,8b3289c9-a740-4091-a56d-e4d55af526b5,1216760834,1216760835,8,2314,6,attribute
578548,KDT,ds_attribute,1028936079,6,6500,8b3289c9-a740-4091-a56d-e4d55af526b5,1028936079,1028936080,6,8221,7,attribute
578548,KDT,ds_attribute,1382136415,10,345,8b3289c9-a740-4091-a56d-e4d55af526b5,1382136415,1382136416,10,2075,7,attribute
578548,KDT,ds_attribute,788729919,10,183,8b3289c9-a740-4091-a56d-e4d55af526b5,788729919,788729920,10,1970,5,attribute
578548,KDT,ds_attribute,986282649,7,6573,8b3289c9-a740-4091-a56d-e4d55af526b5,986282649,986282650,7,8467,10,attribute
578548,KDT,ds_attribute,1327510092,7,490,8b3289c9-a740-4091-a56d-e4d55af526b5,1327510092,1327510093,7,2671,8,attribute
578548,KDT,ds_attribute,1320027034,7,739,8b3289c9-a740-4091-a56d-e4d55af526b5,1320027034,1320027035,7,2641,7,attribute
578548,KDT,ds_attribute,1034174220,10,6882,8b3289c9-a740-4091-a56d-e4d55af526b5,1034174220,1034174221,10,8920,11,attribute
578548,KDT,ds_attribute,842607936,9,6707,8b3289c9-a740-4091-a56d-e4d55af526b5,842607936,842607937,9,8682,6,attribute
578548,KDT,ds_attribute,805940952,9,7403,8b3289c9-a740-4091-a56d-e4d55af526b5,805940952,805940953,9,9401,9,attribute
578548,KDT,ds_attribute,1117236163,9,379,8b3289c9-a740-4091-a56d-e4d55af526b5,1117236163,1117236164,9,2064,6,attribute
578548,KDT,ds_attribute,850839300,10,1085,8b3289c9-a740-4091-a56d-e4d55af526b5,850839300,850839301,10,3166,7,attribute
578548,KDT,ds_attribute,856077441,7,1179,8b3289c9-a740-4091-a56d-e4d55af526b5,856077441,856077442,7,3220,8,attribute
578548,KDT,ds_attribute,991520790,7,6410,8b3289c9-a740-4091-a56d-e4d55af526b5,991520790,991520791,7,8221,7,attribute
578548,KDT,ds_attribute,1016214881,9,6649,8b3289c9-a740-4091-a56d-e4d55af526b5,1016214881,1016214882,9,8846,8,attribute
578548,KDT,ds_attribute,1372408440,10,551,8b3289c9-a740-4091-a56d-e4d55af526b5,1372408440,1372408441,10,2375,6,attribute
578548,KDT,ds_attribute,1075331039,8,527,8b3289c9-a740-4091-a56d-e4d55af526b5,1075331039,1075331040,8,2199,7,attribute
578548,KDT,ds_attribute,1358190630,7,176,8b3289c9-a740-4091-a56d-e4d55af526b5,1358190630,1358190631,7,2228,8,attribute
578548,KDT,ds_attribute,1078324262,10,169,8b3289c9-a740-4091-a56d-e4d55af526b5,1078324262,1078324263,10,2390,8,attribute
578548,KDT,ds_attribute,1276625298,8,419,8b3289c9-a740-4091-a56d-e4d55af526b5,1276625298,1276625299,8,2357,9,attribute
578548,KDT,ds_attribute,924173268,10,2642,8b3289c9-a740-4091-a56d-e4d55af526b5,924173268,924173269,10,4661,7,attribute
578548,KDT,ds_attribute,1028187774,10,6575,8b3289c9-a740-4091-a56d-e4d55af526b5,1028187774,1028187775,10,8240,7,attribute
578548,KDT,ds_attribute,804444341,10,296,8b3289c9-a740-4091-a56d-e4d55af526b5,804444341,804444342,10,1910,5,attribute
578548,KDT,ds_attribute,1009480129,7,6543,8b3289c9-a740-4091-a56d-e4d55af526b5,1009480129,1009480130,7,8853,8,attribute
578548,KDT,ds_attribute,844104548,10,965,8b3289c9-a740-4091-a56d-e4d55af526b5,844104548,844104549,10,2539,6,attribute
578548,KDT,ds_attribute,1326761786,9,214,8b3289c9-a740-4091-a56d-e4d55af526b5,1326761786,1326761787,9,2160,6,attribute
578548,KDT,ds_attribute,728865455,9,6350,8b3289c9-a740-4091-a56d-e4d55af526b5,728865455,728865456,9,8152,7,attribute
578548,KDT,ds_attribute,1072337816,10,257,8b3289c9-a740-4091-a56d-e4d55af526b5,1072337816,1072337817,10,1838,6,attribute
578548,KDT,ds_attribute,1225740504,8,367,8b3289c9-a740-4091-a56d-e4d55af526b5,1225740504,1225740505,8,2258,6,attribute
578548,KDT,ds_attribute,993017401,10,6824,8b3289c9-a740-4091-a56d-e4d55af526b5,993017401,993017402,10,8619,7,attribute
